MUNICÍPIO,MÊS,PRODUTO,ESTADO,REGIÃO,PREÇO PONDERADO,PREÇO PONDERADO MÍNIMO,PREÇO PONDERADO MÁXIMO,NÚMERO DE POSTOS PESQUISADOS
SAO CAETANO DO SUL,2019-05-31,GNV,SAO PAULO,SUDESTE,1.7368387096774192,1.7323225806451612,1.7413548387096773,5.0
BALNEARIO CAMBORIU,2019-06-30,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.7465333333333337,3.2666666666666666,3.9530000000000003,43.0
ITAGUAI,2019-06-30,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.506633333333333,3.4273333333333333,3.6053333333333333,24.0
NILOPOLIS,2019-06-30,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,1.7495,1.7495,1.7495,3.0
BEBEDOURO,2019-06-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5825666666666667,3.4636666666666676,3.6783333333333332,43.0
CAXIAS,2019-06-30,ÓLEO DIESEL S10,MARANHAO,NORDESTE,3.7410666666666668,3.5879999999999996,3.8950000000000005,54.0
INDAIATUBA,2019-06-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.6342333333333334,3.4900666666666664,3.6989666666666663,75.0
PASSOS,2019-06-30,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.8553333333333333,3.7560000000000002,3.9969,42.0
MIRASSOL,2019-06-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.235366666666667,4.1610000000000005,4.3816999999999995,51.0
SANTO ANTONIO DA PLATINA,2019-06-30,GASOLINA COMUM,PARANA,SUL,4.483133333333333,4.401666666666667,4.542000000000001,48.0
SOUSA,2019-06-30,GASOLINA COMUM,PARAIBA,NORDESTE,4.618833333333334,4.502466666666667,4.799333333333333,36.0
CAXIAS DO SUL,2019-06-30,GLP,RIO GRANDE DO SUL,SUL,74.0204,67.33033333333333,79.16666666666666,138.0
ESTEIO,2019-06-30,GLP,RIO GRANDE DO SUL,SUL,63.00293333333334,60.0,68.5,66.0
FRANCISCO BELTRAO,2019-06-30,GLP,PARANA,SUL,68.25356666666667,64.99033333333333,79.19999999999999,51.0
MOGI DAS CRUZES,2019-06-30,GLP,SAO PAULO,SUDESTE,63.26010000000001,59.80866666666667,68.69999999999999,90.0
QUIXADA,2019-06-30,GLP,CEARA,NORDESTE,70.28333333333333,66.66666666666666,74.5,24.0
VARZEA GRANDE,2019-06-30,GLP,MATO GROSSO,CENTRO OESTE,96.16333333333334,93.50000000000001,99.29999999999998,60.0
BELO HORIZONTE,2019-06-30,GNV,MINAS GERAIS,SUDESTE,3.487633333333333,3.4584666666666664,3.5168,8.0
CAETITE,2019-07-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.3896774193548382,3.297,3.573193548387097,25.0
SANTA CRUZ DO CAPIBARIBE,2019-07-31,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.541677419354839,3.428709677419355,3.85,47.0
INDAIATUBA,2019-07-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.4978387096774193,3.4572580645161284,3.519967741935484,39.0
LAGARTO,2019-07-31,ÓLEO DIESEL,SERGIPE,NORDESTE,3.502322580645161,3.424838709677419,3.58,25.0
BELEM,2019-07-31,ÓLEO DIESEL S10,PARA,NORTE,3.8764193548387094,3.5756451612903226,4.183193548387096,100.0
LEME,2019-07-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.535064516129032,3.2073870967741938,3.763,62.0
SAO JOAO DA BOA VISTA,2019-07-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.501741935483871,3.3989999999999996,3.8773870967741932,56.0
FRANCA,2019-07-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.309548387096774,4.187838709677419,4.368032258064516,110.0
PARINTINS,2019-07-31,GASOLINA COMUM,AMAZONAS,NORTE,4.839677419354839,4.83,4.85,35.0
PRESIDENTE VENCESLAU,2019-07-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.309354838709678,4.195129032258063,4.420064516129033,35.0
VACARIA,2019-07-31,GLP,RIO GRANDE DO SUL,SUL,73.47474193548386,70.38709677419354,76.64516129032258,35.0
ARARIPINA,2019-08-31,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.821,3.75,3.9,7.0
BRUSQUE,2019-08-31,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.62,3.49,3.759,6.0
ITANHAEM,2019-08-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.749,2.599,2.899,6.0
APUCARANA,2019-08-31,ÓLEO DIESEL,PARANA,SUL,3.403,3.19,3.49,9.0
CRUZ ALTA,2019-08-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.524,3.489,3.629,7.0
ESTEIO,2019-08-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.435,3.249,3.59,6.0
ITABAIANA,2019-08-31,ÓLEO DIESEL S10,SERGIPE,NORDESTE,3.639,3.45,3.82,8.0
NILOPOLIS,2019-08-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.699,3.599,3.799,2.0
SERRA,2019-08-31,ÓLEO DIESEL S10,ESPIRITO SANTO,SUDESTE,3.584,3.49,3.65,7.0
ITABAIANA,2019-08-31,GLP,SERGIPE,NORDESTE,67.667,65.0,70.0,3.0
LINHARES,2019-08-31,GLP,ESPIRITO SANTO,SUDESTE,64.5,60.0,70.0,14.0
CAMACARI,2018-12-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.361,3.26,3.49,12.0
SAO JOAO DEL REI,2018-12-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.193,3.089,3.299,5.0
CACHOEIRA DO SUL,2018-12-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.431,3.29,3.645,8.0
CALDAS NOVAS,2019-01-31,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.582161290322581,3.4341612903225807,3.699,38.0
CAMPINAS,2018-12-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.32,2.999,3.623,26.0
CRICIUMA,2018-12-31,ÓLEO DIESEL,SANTA CATARINA,SUL,3.261,3.189,3.35,7.0
DIVINOPOLIS,2018-12-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.439,3.397,3.499,5.0
JAGUAQUARA,2019-01-31,ÓLEO DIESEL,BAHIA,NORDESTE,3.370935483870968,3.181258064516129,3.584709677419355,35.0
JUAZEIRO DO NORTE,2019-01-31,ÓLEO DIESEL,CEARA,NORDESTE,3.677451612903226,3.591322580645161,3.7625806451612895,31.0
VALPARAISO DE GOIAS,2018-12-31,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.356,3.289,3.399,6.0
RIO BRANCO,2018-12-31,ÓLEO DIESEL S10,ACRE,NORTE,4.414,4.29,4.53,28.0
AGUAS LINDAS DE GOIAS,2018-12-31,GASOLINA COMUM,GOIAS,CENTRO OESTE,4.531,4.279,4.899,5.0
CAMPINAS,2019-01-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.026225806451613,3.8446451612903223,4.22758064516129,215.0
PAULISTA,2018-12-31,GASOLINA COMUM,PERNAMBUCO,NORDESTE,4.078,3.958,4.399,11.0
SABARA,2019-01-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.58,4.456741935483871,4.815129032258064,30.0
BRUSQUE,2018-12-31,GLP,SANTA CATARINA,SUL,67.833,65.0,70.0,6.0
GOIANIA,2019-01-31,GLP,GOIAS,CENTRO OESTE,75.58974193548387,74.83870967741936,77.67741935483872,180.0
PARANAVAI,2019-01-31,GLP,PARANA,SUL,72.7911935483871,65.0,79.2258064516129,75.0
VILA VELHA,2019-01-31,GNV,ESPIRITO SANTO,SUDESTE,1.9606774193548384,1.9606774193548384,1.9606774193548384,5.0
RIBEIRAO PRETO,2019-02-28,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.558535714285714,2.4069285714285718,2.9235,170.0
SAPUCAIA,2019-02-28,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.6112142857142855,3.3043214285714284,3.899,50.0
CAMPOS DOS GOYTACAZES,2019-02-28,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,4.708214285714286,4.535535714285714,4.924142857142857,92.0
CATALAO,2019-02-28,GASOLINA COMUM,GOIAS,CENTRO OESTE,4.486142857142857,4.303428571428571,4.87,45.0
XINGUARA,2019-02-28,GASOLINA COMUM,PARA,NORTE,4.756714285714286,4.679428571428572,5.028607142857143,25.0
JARAGUA DO SUL,2019-02-28,GLP,SANTA CATARINA,SUL,63.96,62.0,65.0,25.0
PARNAIBA,2019-02-28,GLP,PIAUI,NORDESTE,82.875,82.25,83.5,10.0
SAO JOSE DO RIO PRETO,2019-02-28,GLP,SAO PAULO,SUDESTE,67.63446428571429,58.75,77.75,100.0
SAPUCAIA DO SUL,2019-02-28,GNV,RIO GRANDE DO SUL,SUL,3.34,3.34,3.34,5.0
BEBEDOURO,2019-03-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8426451612903225,2.7763225806451617,2.899,60.0
PIRACICABA,2019-03-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8165806451612903,2.601580645161291,3.0473870967741936,114.0
CODO,2019-03-31,ÓLEO DIESEL,MARANHAO,NORDESTE,3.8247419354838708,3.775161290322581,3.8409677419354837,36.0
PETROPOLIS,2019-03-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.599645161290322,3.3715806451612904,3.7884838709677418,43.0
UBATUBA,2019-03-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.7377096774193546,3.7280322580645158,3.7473870967741933,10.0
CACHOEIRO DE ITAPEMIRIM,2019-03-31,ÓLEO DIESEL S10,ESPIRITO SANTO,SUDESTE,3.5947741935483872,3.4222580645161287,3.855161290322581,60.0
INDAIATUBA,2019-03-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5440645161290325,3.352290322580645,3.7422258064516125,76.0
OLINDA,2019-03-31,ÓLEO DIESEL S10,PERNAMBUCO,NORDESTE,3.566,3.3442580645161293,3.795774193548387,48.0
GRAVATAI,2019-03-31,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.221096774193549,4.054935483870968,4.430516129032258,72.0
SERRA TALHADA,2019-03-31,GASOLINA COMUM,PERNAMBUCO,NORDESTE,4.279354838709677,4.233225806451612,4.374129032258064,60.0
BRUMADO,2019-03-31,GLP,BAHIA,NORDESTE,59.37903225806451,57.0,60.516129032258064,24.0
PATO BRANCO,2019-03-31,GLP,PARANA,SUL,75.667,70.0,79.99999999999999,36.0
MANAUS,2019-03-31,GNV,AMAZONAS,NORTE,1.437258064516129,1.4316129032258065,1.4426774193548386,4.0
DUQUE DE CAXIAS,2019-04-30,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.8465000000000003,3.4523333333333333,4.3421,110.0
ILHEUS,2019-04-30,ETANOL HIDRATADO,BAHIA,NORDESTE,3.734366666666667,3.4090000000000003,3.8971999999999998,58.0
ITAJAI,2019-04-30,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.5353333333333334,3.3960000000000004,3.6960000000000006,30.0
ANGRA DOS REIS,2019-04-30,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.8566,3.8002333333333334,3.899,14.0
RIO BONITO,2019-04-30,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.498,3.3251333333333335,3.7323333333333335,20.0
BARREIRAS,2019-04-30,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.7996666666666665,3.6278666666666664,4.012333333333333,58.0
CUBATAO,2019-04-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.8030666666666666,3.666333333333333,3.8963333333333336,30.0
MOSSORO,2019-04-30,ÓLEO DIESEL S10,RIO GRANDE DO NORTE,NORDESTE,3.799366666666667,3.6899999999999995,3.904,76.0
PAULINIA,2019-04-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5196,3.3343333333333334,3.765,60.0
SENHOR DO BONFIM,2019-04-30,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.593266666666667,3.537,3.6990000000000003,28.0
BLUMENAU,2019-04-30,GASOLINA COMUM,SANTA CATARINA,SUL,4.123766666666667,4.018,4.276633333333334,100.0
MARINGA,2019-04-30,GLP,PARANA,SUL,78.9444,74.0,81.60000000000001,90.0
PIRACICABA,2019-04-30,GLP,SAO PAULO,SUDESTE,67.14616666666666,63.33333333333333,70.0,80.0
RIO DE JANEIRO,2019-04-30,GLP,RIO DE JANEIRO,SUDESTE,66.27626666666666,57.833333333333336,77.16666666666667,195.0
CAMPO GRANDE,2019-04-30,GNV,MATO GROSSO DO SUL,CENTRO OESTE,2.2558666666666665,2.2322333333333333,2.2858,12.0
CAMPOS DOS GOYTACAZES,2019-04-30,GNV,RIO DE JANEIRO,SUDESTE,3.5800333333333336,3.548033333333333,3.601766666666667,20.0
BRAGANCA,2019-05-31,ETANOL HIDRATADO,PARA,NORTE,3.766451612903226,3.766451612903226,3.766451612903226,5.0
ERECHIM,2019-05-31,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.208290322580645,3.9793548387096775,4.372935483870967,27.0
SAO ROQUE,2019-05-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.988580645161291,2.9177096774193547,3.136870967741935,45.0
CASCAVEL,2019-05-31,ÓLEO DIESEL,PARANA,SUL,3.5693548387096774,3.4880645161290316,3.660322580645161,41.0
CRUZ ALTA,2019-05-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.5368709677419354,3.452,3.643,36.0
OSASCO,2019-05-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.569,3.424806451612903,3.7061290322580644,37.0
DOURADOS,2019-05-31,ÓLEO DIESEL S10,MATO GROSSO DO SUL,CENTRO OESTE,3.9250645161290323,3.7559677419354833,4.044161290322581,43.0
MOGI MIRIM,2019-05-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.6081612903225806,3.478645161290322,3.7183548387096765,49.0
CORONEL FABRICIANO,2019-05-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.8594193548387095,4.643387096774194,4.978483870967742,45.0
ITU,2019-05-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.2829999999999995,4.098032258064516,4.553838709677419,70.0
LINS,2019-05-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.351354838709677,4.172129032258065,4.563516129032258,75.0
SANTAREM,2019-05-31,GASOLINA COMUM,PARA,NORTE,4.74583870967742,4.65741935483871,4.8754838709677415,60.0
PELOTAS,2019-06-30,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.470533333333334,4.2983666666666664,4.6005,56.0
SAO LUIZ GONZAGA,2019-06-30,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.079833333333333,3.99,4.168699999999999,12.0
ARAPIRACA,2019-06-30,ÓLEO DIESEL,ALAGOAS,NORDESTE,3.7803,3.615866666666667,3.8978666666666673,56.0
CASTRO,2019-06-30,ÓLEO DIESEL,PARANA,SUL,3.417533333333334,3.356,3.4976666666666674,30.0
OSORIO,2019-06-30,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.5160666666666667,3.4216333333333333,3.6763333333333335,30.0
AVARE,2019-06-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.737,3.5856666666666666,3.836666666666667,45.0
BARUERI,2019-06-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.674066666666667,3.4363333333333332,3.995666666666667,82.0
MACEIO,2019-06-30,ÓLEO DIESEL S10,ALAGOAS,NORDESTE,3.8117,3.683666666666667,3.946433333333334,73.0
ALEGRETE,2019-06-30,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.9511666666666665,4.845,5.059033333333334,42.0
BOM DESPACHO,2019-06-30,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.7592,4.607,4.857166666666666,42.0
COXIM,2019-06-30,GASOLINA COMUM,MATO GROSSO DO SUL,CENTRO OESTE,4.608533333333333,4.517600000000001,4.675633333333334,36.0
ATIBAIA,2019-06-30,GLP,SAO PAULO,SUDESTE,66.804,60.0,70.0,60.0
BENTO GONCALVES,2019-06-30,GLP,RIO GRANDE DO SUL,SUL,70.03366666666668,64.63333333333333,75.0,18.0
SAO GONCALO,2019-06-30,GNV,RIO DE JANEIRO,SUDESTE,2.9837666666666665,2.904933333333333,3.101666666666666,41.0
ANANINDEUA,2019-07-31,ETANOL HIDRATADO,PARA,NORTE,3.395322580645161,3.2929032258064517,3.8512903225806454,33.0
COLATINA,2019-07-31,ETANOL HIDRATADO,ESPIRITO SANTO,SUDESTE,3.8558709677419354,3.8103225806451615,3.891516129032258,22.0
CONSELHEIRO LAFAIETE,2019-07-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.851645161290323,2.7937741935483866,2.9737419354838712,30.0
BAYEUX,2019-07-31,ÓLEO DIESEL S10,PARAIBA,NORDESTE,3.5358387096774195,3.466451612903226,3.7371612903225806,35.0
ARARIPINA,2019-07-31,GASOLINA COMUM,PERNAMBUCO,NORDESTE,4.823999999999999,4.517741935483871,4.941290322580645,45.0
ASSIS,2019-07-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.111354838709677,3.6473870967741933,4.440935483870968,120.0
COXIM,2019-07-31,GASOLINA COMUM,MATO GROSSO DO SUL,CENTRO OESTE,4.447903225806451,4.343290322580645,4.558612903225806,30.0
ITABAIANA,2019-07-31,GASOLINA COMUM,SERGIPE,NORDESTE,4.398064516129032,4.232258064516129,4.630645161290322,40.0
MANACAPURU,2019-07-31,GLP,AMAZONAS,NORTE,81.14193548387097,80.0,83.70967741935485,25.0
MOCOCA,2019-07-31,GLP,SAO PAULO,SUDESTE,71.54838709677419,68.87096774193549,74.99999999999999,25.0
NOVA IGUACU,2019-07-31,GLP,RIO DE JANEIRO,SUDESTE,60.386612903225796,55.0,65.0,75.0
BAYEUX,2019-08-31,ETANOL HIDRATADO,PARAIBA,NORDESTE,3.497,3.41,3.749,7.0
BELO HORIZONTE,2019-08-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.773,2.619,3.099,42.0
ITUIUTABA,2019-08-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.843,2.699,2.999,14.0
CAMPO GRANDE,2019-08-31,ÓLEO DIESEL,MATO GROSSO DO SUL,CENTRO OESTE,3.484,3.299,3.649,31.0
CARIACICA,2019-08-31,ÓLEO DIESEL,ESPIRITO SANTO,SUDESTE,3.451,3.37,3.55,8.0
ARAUCARIA,2019-08-31,ÓLEO DIESEL S10,PARANA,SUL,3.323,3.199,3.409,7.0
BENTO GONCALVES,2019-08-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.475,3.39,3.659,10.0
JACOBINA,2019-08-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.584,3.439,3.699,4.0
PAULINIA,2019-08-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.447,3.259,3.699,12.0
ARACRUZ,2019-08-31,GASOLINA COMUM,ESPIRITO SANTO,SUDESTE,4.407,4.19,4.68,6.0
MINEIROS,2019-08-31,GASOLINA COMUM,GOIAS,CENTRO OESTE,4.561,4.499,4.6,6.0
MARECHAL CANDIDO RONDON,2019-08-31,GLP,PARANA,SUL,80.0,75.0,85.0,4.0
SAO JOSE DOS CAMPOS,2019-08-31,GNV,SAO PAULO,SUDESTE,2.997,2.997,2.997,1.0
ARAPONGAS,2019-01-31,ETANOL HIDRATADO,PARANA,SUL,2.8443870967741938,2.6880645161290326,2.99,45.0
PORTO FERREIRA,2018-12-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.594,2.49,2.699,7.0
RIO DE JANEIRO,2019-01-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.664387096774193,3.0457741935483873,4.253838709677419,395.0
SOUSA,2018-12-31,ETANOL HIDRATADO,PARAIBA,NORDESTE,3.517,3.35,3.689,5.0
BELO HORIZONTE,2018-12-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.487,3.224,3.799,12.0
GUAXUPE,2019-01-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.4528387096774193,3.2749677419354835,3.5619677419354843,30.0
EUNAPOLIS,2019-01-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.65658064516129,3.5588709677419352,3.916741935483871,40.0
HORTOLANDIA,2018-12-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.349,3.29,3.39,8.0
PRESIDENTE VENCESLAU,2018-12-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.553,3.359,3.69,8.0
SAO JOSE DOS CAMPOS,2019-01-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.2384516129032255,3.0056451612903228,3.525193548387097,65.0
SAPUCAIA,2018-12-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.315,3.299,3.379,5.0
CAMBE,2019-01-31,GASOLINA COMUM,PARANA,SUL,4.156290322580645,4.0116129032258065,4.273870967741936,50.0
SAO JOSE DO RIO PRETO,2018-12-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.354,3.879,4.695,21.0
SAQUAREMA,2018-12-31,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,4.882,4.679,4.999,7.0
UMUARAMA,2019-01-31,GASOLINA COMUM,PARANA,SUL,4.441548387096773,4.122580645161291,4.80658064516129,67.0
LIMOEIRO DO NORTE,2019-01-31,GLP,CEARA,NORDESTE,68.2258064516129,66.90322580645162,69.48387096774194,15.0
PORTO VELHO,2018-12-31,GLP,RONDONIA,NORTE,74.59,68.0,90.0,29.0
SAPIRANGA,2019-01-31,GLP,RIO GRANDE DO SUL,SUL,68.01935483870967,65.0,70.0,25.0
RIO CLARO,2019-01-31,GNV,SAO PAULO,SUDESTE,2.786096774193548,2.786096774193548,2.786096774193548,5.0
ARIQUEMES,2019-02-28,ETANOL HIDRATADO,RONDONIA,NORTE,3.976785714285714,3.8970000000000002,4.0575,20.0
CODO,2019-02-28,ETANOL HIDRATADO,MARANHAO,NORDESTE,3.83,3.7899999999999996,3.85,15.0
CRUZEIRO DO SUL,2019-02-28,ETANOL HIDRATADO,ACRE,NORTE,4.540535714285714,4.521428571428571,4.55,7.0
SANTO ANTONIO DA PLATINA,2019-02-28,ETANOL HIDRATADO,PARANA,SUL,2.9727499999999996,2.89,3.01525,40.0
APARECIDA DE GOIANIA,2019-02-28,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.4018928571428573,3.3242857142857143,3.4978571428571428,36.0
JOAO PINHEIRO,2019-02-28,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.5237142857142856,3.431357142857143,3.68375,28.0
SIMOES FILHO,2019-02-28,ÓLEO DIESEL,BAHIA,NORDESTE,3.395785714285714,3.19,3.5275357142857144,35.0
BRAGANCA,2019-02-28,ÓLEO DIESEL S10,PARA,NORTE,3.4903928571428566,3.3474999999999997,3.75,30.0
OSASCO,2019-02-28,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.6088928571428567,3.37825,3.9300357142857143,86.0
OLINDA,2019-02-28,GASOLINA COMUM,PERNAMBUCO,NORDESTE,4.02,3.9538571428571427,4.195607142857143,55.0
SAO CARLOS,2019-02-28,GNV,SAO PAULO,SUDESTE,3.4290000000000003,3.4290000000000003,3.4290000000000003,8.0
BALNEARIO CAMBORIU,2019-03-31,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.599322580645161,3.2221935483870965,3.8835806451612904,42.0
PATOS DE MINAS,2019-03-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.6848064516129035,3.59741935483871,3.792096774193548,38.0
CAMPO GRANDE,2019-03-31,ÓLEO DIESEL S10,MATO GROSSO DO SUL,CENTRO OESTE,3.629709677419355,3.454806451612903,3.8190322580645155,190.0
GUARAPARI,2019-03-31,ÓLEO DIESEL S10,ESPIRITO SANTO,SUDESTE,3.714806451612903,3.549677419354839,3.8749032258064515,52.0
IMPERATRIZ,2019-03-31,ÓLEO DIESEL S10,MARANHAO,NORDESTE,3.703806451612903,3.579709677419355,3.886354838709677,67.0
NOVA FRIBURGO,2019-03-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.635,3.38058064516129,3.7989999999999995,54.0
ARIQUEMES,2019-03-31,GLP,RONDONIA,NORTE,82.04032258064515,79.48387096774194,86.45161290322582,24.0
DRACENA,2019-03-31,GLP,SAO PAULO,SUDESTE,70.01064516129031,68.0,72.03225806451613,18.0
PAULO AFONSO,2019-03-31,GLP,BAHIA,NORDESTE,65.60645161290321,62.225806451612904,68.5806451612903,30.0
GUARULHOS,2019-03-31,GNV,SAO PAULO,SUDESTE,2.716967741935484,2.628709677419355,2.7938709677419356,9.0
VITORIA,2019-04-30,ETANOL HIDRATADO,ESPIRITO SANTO,SUDESTE,3.526166666666667,3.421666666666667,3.6438666666666673,74.0
IRECE,2019-04-30,ÓLEO DIESEL,BAHIA,NORDESTE,3.617866666666667,3.501666666666667,3.749,35.0
PALMAS,2019-04-30,ÓLEO DIESEL,TOCANTINS,NORTE,3.4753,3.3716666666666666,3.533666666666667,25.0
VARZEA GRANDE,2019-04-30,ÓLEO DIESEL,MATO GROSSO,CENTRO OESTE,3.7749666666666672,3.679266666666667,3.8912,40.0
BARUERI,2019-04-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.6451000000000002,3.308666666666667,3.944,74.0
MONTE CARMELO,2019-04-30,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.796566666666667,3.628133333333333,3.9440000000000004,34.0
ALTAMIRA,2019-04-30,GLP,PARA,NORTE,87.78439999999999,84.00000000000001,95.00000000000001,28.0
ARACATUBA,2019-04-30,GLP,SAO PAULO,SUDESTE,65.80383333333333,63.83333333333333,69.3,85.0
MACAE,2019-04-30,GLP,RIO DE JANEIRO,SUDESTE,66.33333333333333,64.66666666666667,71.33333333333333,25.0
UMUARAMA,2019-05-31,ETANOL HIDRATADO,PARANA,SUL,3.1144838709677423,2.895483870967742,3.298387096774193,69.0
ARIQUEMES,2019-05-31,ÓLEO DIESEL,RONDONIA,NORTE,3.9499032258064513,3.855161290322581,4.04174193548387,41.0
URUGUAIANA,2019-05-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.5874516129032252,3.5254193548387094,3.6639354838709677,25.0
DIVINOPOLIS,2019-05-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.833935483870967,3.711258064516129,3.940935483870968,33.0
IBITINGA,2019-05-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.717258064516129,3.5667741935483868,3.8409354838709677,28.0
MANHUACU,2019-05-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.747193548387097,3.6521290322580646,3.8377741935483867,30.0
VACARIA,2019-05-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.8090967741935486,3.7098387096774195,3.892,45.0
BALNEARIO CAMBORIU,2019-05-31,GASOLINA COMUM,SANTA CATARINA,SUL,4.265483870967742,4.12158064516129,4.454032258064516,45.0
OLIVEIRA,2019-05-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.889838709677419,4.773548387096774,4.997999999999999,42.0
PARNAIBA,2019-05-31,GASOLINA COMUM,PIAUI,NORDESTE,4.873129032258064,4.742870967741935,4.980935483870967,65.0
BAURU,2019-05-31,GNV,SAO PAULO,SUDESTE,1.4086129032258063,1.4086129032258063,1.4086129032258063,2.0
