MUNICÍPIO,MÊS,PRODUTO,ESTADO,REGIÃO,PREÇO PONDERADO,PREÇO PONDERADO MÍNIMO,PREÇO PONDERADO MÁXIMO,NÚMERO DE POSTOS PESQUISADOS
LAGUNA,2019-08-31,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.449,3.299,3.599,2.0
CACHOEIRO DE ITAPEMIRIM,2019-08-31,ÓLEO DIESEL,ESPIRITO SANTO,SUDESTE,3.599,3.49,3.79,7.0
OURINHOS,2019-08-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.538,3.199,4.209,9.0
TEOFILO OTONI,2019-08-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.653,3.399,3.798,8.0
ALFENAS,2019-08-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.804,4.699,4.977,7.0
ASSIS,2019-08-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.094,3.649,4.399,24.0
DIADEMA,2019-08-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.099,3.759,4.899,16.0
LAVRAS,2019-08-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.769,4.649,4.888,9.0
QUIXADA,2019-08-31,GASOLINA COMUM,CEARA,NORDESTE,4.527,4.299,4.63,9.0
RIO GRANDE,2019-08-31,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.497,4.439,4.747,14.0
UBATUBA,2019-08-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.21,4.09,4.299,9.0
ITAPIPOCA,2019-08-31,GLP,CEARA,NORDESTE,67.5,67.0,68.0,4.0
UBATUBA,2019-08-31,GLP,SAO PAULO,SUDESTE,65.636,59.0,70.0,11.0
CAMPOS DOS GOYTACAZES,2018-12-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.194,2.97,3.699,16.0
ICO,2019-01-31,ETANOL HIDRATADO,CEARA,NORDESTE,3.556064516129032,3.525483870967742,3.621064516129032,27.0
ITUIUTABA,2019-01-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.0138709677419357,2.869,3.099,70.0
ITUMBIARA,2018-12-31,ETANOL HIDRATADO,GOIAS,CENTRO OESTE,3.081,2.999,3.149,17.0
JOINVILLE,2019-01-31,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.4136129032258067,3.1951290322580643,3.6757741935483867,83.0
MOGI MIRIM,2018-12-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.711,2.449,2.897,12.0
PIRIPIRI,2018-12-31,ETANOL HIDRATADO,PIAUI,NORDESTE,3.36,3.36,3.36,1.0
RIO LARGO,2018-12-31,ETANOL HIDRATADO,ALAGOAS,NORDESTE,3.279,3.199,3.399,6.0
VINHEDO,2018-12-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.606,2.479,2.799,11.0
MACEIO,2018-12-31,ÓLEO DIESEL,ALAGOAS,NORDESTE,3.702,3.59,3.831,13.0
PINDAMONHANGABA,2018-12-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,2.987,2.899,3.159,4.0
REDENCAO,2018-12-31,ÓLEO DIESEL,PARA,NORTE,3.843,3.8,3.89,3.0
TORRES,2018-12-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.205,3.19,3.225,3.0
VACARIA,2019-01-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.400096774193549,3.359774193548387,3.4644516129032255,26.0
VALINHOS,2019-01-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.2205806451612897,3.0602903225806455,3.3793225806451614,32.0
ITABORAI,2018-12-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.38,3.249,3.549,8.0
ITABORAI,2019-01-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.418709677419355,3.2619032258064515,3.624806451612903,40.0
PATOS DE MINAS,2019-01-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.564,3.4916129032258065,3.6583870967741934,35.0
TRES CORACOES,2018-12-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.915,3.79,4.099,5.0
NATAL,2018-12-31,GASOLINA COMUM,RIO GRANDE DO NORTE,NORDESTE,4.19,4.13,4.24,28.0
RIO DE JANEIRO,2019-01-31,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,4.767129032258064,4.437709677419354,5.211903225806452,395.0
SAO JOSE DE RIBAMAR,2018-12-31,GASOLINA COMUM,MARANHAO,NORDESTE,3.993,3.98,3.999,10.0
VICOSA,2019-01-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.770806451612902,4.712580645161291,4.8510967741935485,27.0
CABO DE SANTO AGOSTINHO,2019-01-31,GLP,PERNAMBUCO,NORDESTE,65.01064516129033,65.0,65.08548387096775,40.0
COTIA,2019-01-31,GLP,SAO PAULO,SUDESTE,69.18951612903226,60.0,80.0,40.0
ITAPOLIS,2019-01-31,GLP,SAO PAULO,SUDESTE,73.15312903225806,65.80645161290323,78.0,60.0
ITAUNA,2019-01-31,GLP,MINAS GERAIS,SUDESTE,71.02016129032259,64.83870967741936,75.38709677419354,40.0
SAO CAETANO DO SUL,2019-01-31,GLP,SAO PAULO,SUDESTE,80.98196774193549,70.90322580645162,89.99999999999999,30.0
SERRA,2019-01-31,GLP,ESPIRITO SANTO,SUDESTE,64.13729032258064,60.903225806451616,68.26774193548385,105.0
MARACANAU,2018-12-31,GNV,CEARA,NORDESTE,3.379,3.379,3.379,1.0
COLATINA,2019-02-28,ETANOL HIDRATADO,ESPIRITO SANTO,SUDESTE,3.7041785714285713,3.6446428571428573,3.7922499999999997,19.0
LAGARTO,2019-02-28,ETANOL HIDRATADO,SERGIPE,NORDESTE,3.2622142857142853,3.197392857142857,3.3,20.0
PASSO FUNDO,2019-02-28,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.013714285714286,3.9578571428571427,4.12825,27.0
UBERLANDIA,2019-02-28,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.884678571428571,2.740392857142857,3.0715000000000003,195.0
VICOSA,2019-02-28,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.1561785714285713,3.0560714285714283,3.2647500000000003,30.0
ARAUCARIA,2019-02-28,ÓLEO DIESEL,PARANA,SUL,3.182107142857143,3.0489285714285717,3.4260714285714284,34.0
PARAGUACU PAULISTA,2019-02-28,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.414357142857143,3.299,3.5861071428571427,27.0
VICOSA,2019-01-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,0.5933870967741935,0.5933870967741935,0.5933870967741935,1.0
ITAPEVA,2019-02-28,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.566392857142857,3.2097142857142855,3.904714285714286,43.0
LAVRAS,2019-02-28,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.6529285714285713,3.5262857142857147,3.8280000000000003,36.0
UMUARAMA,2019-02-28,GASOLINA COMUM,PARANA,SUL,4.2631428571428565,4.152857142857144,4.449678571428572,67.0
JOAO PESSOA,2019-02-28,GLP,PARAIBA,NORDESTE,69.45521428571429,65.0,70.0,95.0
MARABA,2019-02-28,GLP,PARA,NORTE,84.79110714285714,82.03571428571429,88.46428571428571,35.0
ITAPECERICA DA SERRA,2019-03-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8390645161290324,2.599,3.0473870967741936,60.0
MARECHAL CANDIDO RONDON,2019-03-31,ETANOL HIDRATADO,PARANA,SUL,3.02841935483871,2.8970967741935483,3.1509677419354842,36.0
PINHEIRO,2019-03-31,ETANOL HIDRATADO,MARANHAO,NORDESTE,3.755709677419355,3.7319354838709677,3.783225806451613,18.0
ARACATUBA,2019-03-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.441806451612903,3.248258064516129,3.635838709677419,86.0
LORENA,2019-03-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.3380322580645156,3.2073870967741933,3.4806129032258064,18.0
OLIMPIA,2019-03-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.461645161290323,3.4128709677419353,3.6431935483870967,36.0
BOA VISTA,2019-03-31,ÓLEO DIESEL S10,RORAIMA,NORTE,3.633709677419355,3.5609677419354835,3.7268709677419354,73.0
POA,2019-03-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5948064516129032,3.261967741935484,3.8696451612903227,23.0
CAMBE,2019-03-31,GASOLINA COMUM,PARANA,SUL,4.103612903225806,3.90258064516129,4.2134193548387096,60.0
FOZ DO IGUACU,2019-03-31,GASOLINA COMUM,PARANA,SUL,4.333258064516128,4.196451612903225,4.440645161290322,90.0
BARRETOS,2019-03-31,GLP,SAO PAULO,SUDESTE,67.20454838709678,65.0,70.0,18.0
GUANAMBI,2019-03-31,GLP,BAHIA,NORDESTE,58.36564516129032,55.0,58.70967741935484,90.0
CABO DE SANTO AGOSTINHO,2019-04-30,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.4329333333333336,3.2536,3.5739000000000005,30.0
CAMPO LARGO,2019-04-30,ETANOL HIDRATADO,PARANA,SUL,3.112166666666667,3.0551333333333335,3.2,30.0
OSORIO,2019-04-30,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.165666666666667,4.165666666666667,4.165666666666667,5.0
SANTO ANTONIO DE PADUA,2019-04-30,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.593066666666667,3.2657666666666665,3.980566666666667,30.0
TORRES,2019-04-30,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.290100000000001,4.149333333333334,4.4302,10.0
ITAPIRA,2019-04-30,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.4135999999999997,3.277333333333334,3.545666666666667,40.0
SAO MATEUS,2019-04-30,ÓLEO DIESEL,ESPIRITO SANTO,SUDESTE,3.5709666666666666,3.4853333333333336,3.646,31.0
JALES,2019-04-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5227000000000004,3.4790000000000005,3.5656666666666665,38.0
MACEIO,2019-04-30,GASOLINA COMUM,ALAGOAS,NORDESTE,4.5410666666666675,4.3017666666666665,4.856333333333334,119.0
SOROCABA,2019-04-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.128033333333334,3.9221333333333335,4.372333333333334,129.0
FOZ DO IGUACU,2019-04-30,GLP,PARANA,SUL,78.84200000000001,75.0,80.00000000000001,95.0
PORANGATU,2019-04-30,GLP,GOIAS,CENTRO OESTE,69.359,65.0,73.0,65.0
VOTUPORANGA,2019-04-30,GLP,SAO PAULO,SUDESTE,65.46666666666667,64.53333333333333,67.33333333333333,20.0
BLUMENAU,2019-05-31,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.613290322580645,3.2885806451612902,3.873322580645161,84.0
CABO DE SANTO AGOSTINHO,2019-05-31,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.735451612903226,3.6328064516129026,3.8849354838709678,30.0
LAURO DE FREITAS,2019-05-31,ÓLEO DIESEL,BAHIA,NORDESTE,3.5631612903225807,3.5050645161290324,3.6370967741935476,17.0
ATIBAIA,2019-05-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.6289999999999996,3.387774193548387,3.8526774193548383,70.0
CARUARU,2019-05-31,ÓLEO DIESEL S10,PERNAMBUCO,NORDESTE,3.576290322580645,3.4657741935483872,3.75,75.0
CORONEL FABRICIANO,2019-05-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.7626451612903224,3.643354838709677,3.8725806451612907,24.0
ITAPOLIS,2019-05-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.6793548387096773,3.5860967741935488,3.7622258064516125,35.0
PARAISO DO TOCANTINS,2019-05-31,ÓLEO DIESEL S10,TOCANTINS,NORTE,3.693290322580645,3.447258064516129,4.582258064516129,40.0
ALVORADA,2019-05-31,GLP,RIO GRANDE DO SUL,SUL,66.0,62.0,69.0,35.0
DELMIRO GOUVEIA,2019-05-31,GLP,ALAGOAS,NORDESTE,71.66774193548387,70.0,73.33548387096775,10.0
SAO FRANCISCO DE ITABAPOANA,2019-05-31,GLP,RIO DE JANEIRO,SUDESTE,67.5,65.0,70.0,10.0
BARRA MANSA,2019-06-30,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.8554666666666666,3.7203333333333335,3.9490000000000003,59.0
CALDAS NOVAS,2019-06-30,ÓLEO DIESEL S10,GOIAS,CENTRO OESTE,3.8375000000000004,3.6973333333333334,3.983133333333333,43.0
GOVERNADOR VALADARES,2019-06-30,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.728966666666667,3.5582333333333334,4.032333333333334,54.0
ALENQUER,2019-06-30,GASOLINA COMUM,PARA,NORTE,4.888333333333334,4.856333333333334,4.913333333333334,24.0
SANTO ANTONIO DE JESUS,2019-06-30,GASOLINA COMUM,BAHIA,NORDESTE,4.5748999999999995,4.49,4.649000000000001,42.0
SUMARE,2019-06-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.1574,3.989,4.287333333333334,96.0
TUPA,2019-06-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.3659333333333326,4.3154,4.398033333333333,68.0
BRAGANCA,2019-06-30,GLP,PARA,NORTE,74.49443333333333,70.0,77.5,36.0
DIVINOPOLIS,2019-06-30,GLP,MINAS GERAIS,SUDESTE,63.3591,59.540000000000006,70.0,102.0
ITAITUBA,2019-06-30,GLP,PARA,NORTE,88.52000000000001,85.0,97.6,30.0
PIMENTA BUENO,2019-06-30,GLP,RONDONIA,NORTE,86.02499999999999,84.99999999999999,86.93333333333334,24.0
CACHOEIRO DE ITAPEMIRIM,2019-06-30,GNV,ESPIRITO SANTO,SUDESTE,1.83,1.83,1.83,3.0
ITABORAI,2019-07-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.6860967741935484,3.3828709677419355,3.899,45.0
ITATIBA,2019-07-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.4991935483870966,2.3568064516129033,2.737516129032258,65.0
MANAUS,2019-07-31,ETANOL HIDRATADO,AMAZONAS,NORTE,3.371451612903226,3.232774193548387,3.5654838709677414,183.0
SAO JOAO DEL REI,2019-07-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.9678387096774195,2.8730967741935483,3.0635161290322586,25.0
DUQUE DE CAXIAS,2019-07-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.4682903225806454,3.280290322580645,3.6554516129032257,62.0
FRANCISCO BELTRAO,2019-07-31,ÓLEO DIESEL,PARANA,SUL,3.3853548387096772,3.2729032258064517,3.520645161290323,30.0
MANHUACU,2019-07-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.5461290322580648,3.3745161290322576,3.753322580645161,36.0
SAO VICENTE,2019-07-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.43258064516129,3.313838709677419,3.505451612903226,24.0
APUCARANA,2019-07-31,ÓLEO DIESEL S10,PARANA,SUL,3.520096774193548,3.27,3.6590322580645163,57.0
COLOMBO,2019-07-31,ÓLEO DIESEL S10,PARANA,SUL,3.3464193548387096,3.1988387096774193,3.5570645161290324,74.0
CRUZ ALTA,2019-07-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.5680322580645156,3.5061935483870963,3.6583548387096774,35.0
LIMOEIRO DO NORTE,2019-07-31,GLP,CEARA,NORDESTE,68.8600322580645,67.2258064516129,70.90322580645162,15.0
JALES,2019-08-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.591,2.359,2.749,9.0
ACAILANDIA,2019-08-31,ÓLEO DIESEL,MARANHAO,NORDESTE,3.695,3.599,3.759,7.0
GOIATUBA,2019-08-31,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.505,3.29,3.799,7.0
MANACAPURU,2019-08-31,ÓLEO DIESEL S10,AMAZONAS,NORTE,3.89,3.89,3.89,2.0
PIRIPIRI,2019-08-31,ÓLEO DIESEL S10,PIAUI,NORDESTE,3.696,3.59,3.86,5.0
RIO VERDE,2019-08-31,ÓLEO DIESEL S10,GOIAS,CENTRO OESTE,3.761,3.59,3.89,12.0
SANTA MARIA,2019-08-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.583,3.39,3.799,10.0
APARECIDA DE GOIANIA,2019-08-31,GASOLINA COMUM,GOIAS,CENTRO OESTE,4.193,4.099,4.29,13.0
CAMPO BELO,2019-08-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.647,4.549,4.859,9.0
COXIM,2019-08-31,GASOLINA COMUM,MATO GROSSO DO SUL,CENTRO OESTE,4.378,4.259,4.59,6.0
JOSE BONIFACIO,2019-08-31,GLP,SAO PAULO,SUDESTE,65.0,60.0,72.0,4.0
BAYEUX,2019-08-31,GNV,PARAIBA,NORDESTE,3.685,3.679,3.69,4.0
BOA VISTA,2019-01-31,ETANOL HIDRATADO,RORAIMA,NORTE,3.872806451612903,3.828709677419355,3.9193548387096775,18.0
BOTUCATU,2019-01-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.811741935483871,2.730612903225807,2.8773870967741932,45.0
CACHOEIRINHA,2019-01-31,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,3.9629677419354836,3.7764193548387097,4.153838709677419,32.0
CONSELHEIRO LAFAIETE,2018-12-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.186,3.15,3.199,6.0
ITAPOLIS,2018-12-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.666,2.579,2.799,9.0
JACAREI,2019-01-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.6083225806451615,2.49158064516129,2.7989999999999995,80.0
SAO BERNARDO DO CAMPO,2018-12-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.692,2.478,2.999,19.0
ARARIPINA,2019-01-31,ÓLEO DIESEL,PERNAMBUCO,NORDESTE,3.379645161290323,3.379645161290323,3.379645161290323,5.0
BELFORD ROXO,2018-12-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.479,3.399,3.739,5.0
CACADOR,2019-01-31,ÓLEO DIESEL,SANTA CATARINA,SUL,3.3757096774193545,3.2703225806451615,3.474870967741936,23.0
DIADEMA,2019-01-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.194354838709678,2.9938387096774193,3.5476129032258066,19.0
ITUMBIARA,2018-12-31,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.38,3.199,3.59,14.0
PRESIDENTE DUTRA,2018-12-31,ÓLEO DIESEL,MARANHAO,NORDESTE,3.499,3.299,3.679,3.0
BALNEARIO CAMBORIU,2019-01-31,ÓLEO DIESEL S10,SANTA CATARINA,SUL,3.5948064516129037,3.349,3.7648709677419356,36.0
BENTO GONCALVES,2018-12-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.573,3.449,3.93,8.0
FOZ DO IGUACU,2018-12-31,ÓLEO DIESEL S10,PARANA,SUL,3.367,3.07,3.799,15.0
IBITINGA,2018-12-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.43,3.29,3.499,6.0
IPATINGA,2019-01-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.556225806451613,3.5084838709677415,3.60541935483871,34.0
JACOBINA,2018-12-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.653,3.47,3.799,5.0
OLINDA,2019-01-31,ÓLEO DIESEL S10,PERNAMBUCO,NORDESTE,3.5791612903225807,3.377225806451613,3.769967741935484,46.0
PORTO ALEGRE,2018-12-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.596,3.299,3.999,23.0
SAO JOAO DE MERITI,2019-01-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.5259677419354842,3.353838709677419,3.7989999999999995,39.0
VARZEA PAULISTA,2018-12-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.32,3.199,3.447,6.0
SERRINHA,2019-01-31,GASOLINA COMUM,BAHIA,NORDESTE,4.304161290322581,4.2145806451612895,4.410516129032258,28.0
TEOFILO OTONI,2018-12-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.621,4.499,4.799,11.0
TOLEDO,2019-01-31,GASOLINA COMUM,PARANA,SUL,4.224258064516129,4.087419354838709,4.396451612903226,77.0
BETIM,2019-01-31,GLP,MINAS GERAIS,SUDESTE,70.67748387096773,65.0,76.83870967741935,55.0
BIGUACU,2018-12-31,GLP,SANTA CATARINA,SUL,64.95,64.9,65.0,2.0
CAUCAIA,2019-01-31,GLP,CEARA,NORDESTE,71.56087096774193,66.16129032258064,77.16129032258064,80.0
COTIA,2018-12-31,GLP,SAO PAULO,SUDESTE,69.25,60.0,80.0,8.0
GUARUJA,2018-12-31,GLP,SAO PAULO,SUDESTE,79.56,72.9,85.0,5.0
LAGUNA,2019-01-31,GLP,SANTA CATARINA,SUL,69.7741935483871,68.35483870967741,72.64516129032259,20.0
OSASCO,2018-12-31,GLP,SAO PAULO,SUDESTE,67.85,58.0,83.99,20.0
PALMAS,2019-01-31,GLP,TOCANTINS,NORTE,84.06709677419354,80.0,89.77419354838709,125.0
PARAISO DO TOCANTINS,2019-01-31,GLP,TOCANTINS,NORTE,83.89112903225805,75.0,95.0,40.0
SAO LUIS,2018-12-31,GLP,MARANHAO,NORDESTE,69.72,59.99,80.0,18.0
SIMOES FILHO,2019-01-31,GLP,BAHIA,NORDESTE,62.29551612903226,60.0,66.83870967741935,30.0
PIRACICABA,2019-01-31,GNV,SAO PAULO,SUDESTE,1.8572903225806452,1.8572903225806452,1.8572903225806452,7.0
BOTUCATU,2019-02-28,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8045714285714283,2.714714285714285,2.8922142857142856,45.0
MONTES CLAROS,2019-02-28,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.7287500000000002,2.6310714285714285,2.929464285714286,70.0
PARAGUACU PAULISTA,2019-02-28,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.628214285714286,2.491142857142857,2.7347142857142854,45.0
VITORIA DE SANTO ANTAO,2019-02-28,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.087357142857143,2.982571428571429,3.2105714285714284,40.0
ANGRA DOS REIS,2019-02-28,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.8163214285714284,3.7590000000000003,3.849,14.0
TIMOTEO,2019-02-28,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.592071428571429,3.5747500000000003,3.607928571428572,20.0
CARAPICUIBA,2019-02-28,GASOLINA COMUM,SAO PAULO,SUDESTE,4.002821428571429,3.8646785714285716,4.299,50.0
LINS,2019-02-28,GASOLINA COMUM,SAO PAULO,SUDESTE,4.079928571428572,3.8696428571428574,4.299,75.0
MOGI DAS CRUZES,2019-02-28,GASOLINA COMUM,SAO PAULO,SUDESTE,3.940142857142857,3.699,4.1811428571428575,100.0
RESENDE,2019-02-28,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,4.747678571428571,4.404285714285715,4.981821428571428,55.0
APARECIDA DE GOIANIA,2019-02-28,GLP,GOIAS,CENTRO OESTE,73.57524999999998,71.0,75.5,95.0
INDAIATUBA,2019-02-28,GLP,SAO PAULO,SUDESTE,69.818,60.0,75.0,55.0
JUIZ DE FORA,2019-02-28,GLP,MINAS GERAIS,SUDESTE,68.15775,55.357142857142854,79.42857142857143,105.0
SANTA CRUZ DO CAPIBARIBE,2019-02-28,GLP,PERNAMBUCO,NORDESTE,65.0,65.0,65.0,25.0
VALENCA,2019-02-28,GLP,RIO DE JANEIRO,SUDESTE,69.16071428571429,65.5,75.64285714285714,20.0
VITORIA DA CONQUISTA,2019-02-28,GLP,BAHIA,NORDESTE,65.50892857142858,61.607142857142854,70.0,20.0
PAULINIA,2019-02-28,GNV,SAO PAULO,SUDESTE,1.2546428571428572,1.2546428571428572,1.2546428571428572,3.0
CABO DE SANTO AGOSTINHO,2019-03-31,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.2370322580645166,3.1466774193548384,3.3143548387096775,36.0
FORTALEZA,2019-03-31,ETANOL HIDRATADO,CEARA,NORDESTE,3.6247096774193546,3.4339677419354837,3.7659032258064515,604.0
PORANGATU,2019-03-31,ETANOL HIDRATADO,GOIAS,CENTRO OESTE,2.9649999999999994,2.8900000000000006,3.1071612903225807,42.0
SANTA BARBARA D'OESTE,2019-03-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.706967741935484,2.511451612903226,2.9441612903225804,84.0
PALHOCA,2019-03-31,ÓLEO DIESEL,SANTA CATARINA,SUL,3.4328709677419353,3.3828709677419355,3.475,26.0
SANTANA DO LIVRAMENTO,2019-03-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.7411290322580646,3.696741935483871,3.7604193548387093,44.0
ARAXA,2019-03-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.8225483870967745,4.737354838709677,4.933096774193547,60.0
TUBARAO,2019-03-31,GLP,SANTA CATARINA,SUL,66.87741935483871,63.74193548387096,70.4516129032258,30.0
RESENDE,2019-03-31,GNV,RIO DE JANEIRO,SUDESTE,3.39,3.280709677419355,3.5278064516129035,33.0
RIBEIRAO PRETO,2019-03-31,GNV,SAO PAULO,SUDESTE,1.7413870967741936,1.7413870967741936,1.7413870967741936,3.0
BALSAS,2019-04-30,ETANOL HIDRATADO,MARANHAO,NORDESTE,4.029366666666667,3.744,4.23,22.0
BARUERI,2019-04-30,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.403966666666667,3.2208666666666668,3.6956666666666664,39.0
DELMIRO GOUVEIA,2019-04-30,ÓLEO DIESEL,ALAGOAS,NORDESTE,4.010866666666667,3.8908000000000005,4.204999999999999,35.0
UNAI,2019-04-30,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.7237000000000005,3.581666666666667,3.823,37.0
BAURU,2019-04-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5446,3.3602000000000003,3.735666666666667,81.0
PINDAMONHANGABA,2019-04-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.4857,3.399,3.6923333333333335,26.0
BRAGANCA,2019-04-30,GASOLINA COMUM,PARA,NORTE,4.390466666666667,4.290000000000001,4.428,21.0
LORENA,2019-04-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.158833333333334,4.0023333333333335,4.312333333333333,40.0
MARICA,2019-04-30,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,4.884,4.6848,5.029,50.0
MINEIROS,2019-04-30,GLP,GOIAS,CENTRO OESTE,68.33333333333334,65.0,70.0,25.0
FEIRA DE SANTANA,2019-04-30,GNV,BAHIA,NORDESTE,2.9800000000000004,2.97,2.99,10.0
VALINHOS,2019-05-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.7547096774193545,2.5570645161290324,2.8699677419354837,70.0
CATANDUVA,2019-05-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.65358064516129,3.528354838709677,3.7820322580645156,41.0
LONDRINA,2019-05-31,ÓLEO DIESEL S10,PARANA,SUL,3.565741935483871,3.378709677419355,3.7770967741935486,85.0
CATALAO,2019-05-31,GLP,GOIAS,CENTRO OESTE,68.7702258064516,65.0,73.25806451612902,40.0
GOIATUBA,2019-05-31,GLP,GOIAS,CENTRO OESTE,78.333,75.0,84.99999999999999,15.0
MIRASSOL,2019-05-31,GLP,SAO PAULO,SUDESTE,58.96061290322581,55.0,62.903225806451616,45.0
SANTA MARIA,2019-05-31,GLP,RIO GRANDE DO SUL,SUL,74.47435483870967,68.6774193548387,82.48387096774194,165.0
